datetime,epoch,decision,confidence,bet_amount_bnb,ml_score,bull_amount,bear_amount,total_amount,bull_payout,bear_payout,bull_percent,bear_percent,bet_ratio,whale_bet_side,max_bet_on_bull,max_bet_on_bear,bull_whales,bear_whales,current_streak,current_streak_type,skip_rounds_remaining,last_loss_epoch,live_bnb_price,lock_price_previous,price_difference,btc_price,btc_5min_change,btc_influence,real_price_volatility,price_momentum,current_hour,current_day_of_week,hourly_bull_rate,total_bet_log,streak_valid,last_round_price_change,big_move_detected,wallet_number,claimed,result,reward_amount
2025-09-19T09:59:29.709406,414148,bull,MEDIUM (Against bet ratio 0.49 + ML consensus),0.0011878901960455,0.0615870455837489,0.6020172317786728,1.2162443074495843,1.8182615392282573,3.0202815521678086,1.4949805134472358,33.10949600980907,66.89050399019092,0.4949805134472357,,0.0838001784605951,0.828835549285729,0,1,1,BULL,0,,995.75616491,995.76052757,-0.0043626599999697,116488.0,-0.0110728758318555,0.0,0.0012049311545049,-0.0180667429360719,9,4,0.5365853658536586,1.0361202193999273,True,1.133527570000069,False,5,yes,win,0.0020422621325207
2025-09-19T10:35:11.672652,414155,bear,HIGH (Against whale - ML too weak),0.0019076518556459,-0.0196062650573077,3.997142516292105,1.1945372977610274,5.191679814053132,1.298847812629189,4.346184772785346,76.9913141691137,23.008685830886304,3.3461847727853464,bull,2.0736292640162457,0.177190445925,1,0,4,BEAR,0,,991.794,990.73171,1.0622899999999618,116498.7,0.0438823986067478,0.0,0.0008263383265435,-0.0444724169891312,10,4,0.5609756097560976,1.823206425333696,True,-0.2543699999999944,False,6,yes,loss,-0.0019076518556459
2025-09-20T00:37:17.782613,414320,bear,MEDIUM (Against bet ratio 1.83 + ML consensus),0.0012621084411061,-0.0570463557783224,2.245719627905901,1.2277222945707378,3.4734419224766384,1.546694377746331,2.829175569945235,64.65401403068961,35.3459859693104,1.829175569945235,,1.3505451914201136,0.400033657861166,1,0,1,BULL,0,,985.913,986.25089768,-0.3378976799999691,115602.66,0.033046489115558,0.0,0.0009548835720974,0.0145559443946782,0,5,0.4698795180722891,1.498158117352029,True,0.2281432199999926,False,3,yes,loss,-0.0012621084411061
2025-09-20T00:42:25.028965,414321,bear,MEDIUM (Against bet ratio 3.77 + ML consensus),0.0010655251893046,-0.0590067432598366,3.296671387864341,0.8748993232124953,4.1715707110768365,1.265388696742163,4.768057992957947,79.02710072996338,20.97289927003662,3.7680579929579454,,1.030726,0.2,1,0,1,BEAR,0,,986.89255335,985.92,0.9725533499999984,115676.53,0.0638999137217044,0.0,0.0008032576787756,0.001792170150996,0,5,0.4698795180722891,1.6431764549660348,True,-0.3308976800000209,False,4,yes,loss,-0.0010655251893046
2025-09-20T01:53:54.802591,414335,bear,MEDIUM (Against bet ratio 2.47 + ML consensus),0.0010870043687182,-0.0687674519297073,3.188199779726476,1.2893842265169515,4.477584006243427,1.4044239118000226,3.4726530030065943,71.20357262490067,28.79642737509933,2.4726530030065947,,0.8918254968236253,0.34,1,0,2,BULL,0,,987.09664254,986.1551323,0.9415102399999568,115677.54,0.0027145159170909,0.0,0.0006615839928133,0.0018415456366386,1,5,0.4216867469879518,1.7006641289729705,True,0.3373667399999931,False,6,yes,win,0.0013677043584429
2025-09-20T06:29:18.681485,414389,bear,HIGH (Against whale - ML too weak),0.0018794638507858,-0.0098706521559984,5.452519154634556,0.7127041590410496,6.165223313675605,1.130710986762011,8.650466305642125,88.43992954058713,11.56007045941288,7.650466305642125,bull,4.849400165790005,0.26,1,0,1,BEAR,0,,996.304,996.457,-0.15300000000002,115677.67,-0.0011670223347378,0.0,0.0006312776005956,-0.0052180056176208,6,5,0.5957446808510638,1.9692392280904123,True,-0.3301032599999871,False,6,yes,loss,-0.0018794638507858
2025-09-20T11:35:24.815923,414449,bear,HIGH (Against bet ratio 1.91 + ML + Bad bull hour 11),0.0017848953432465,-0.0708304604793463,2.136778352577944,1.1184459312494803,3.255224283827424,1.5234262739044115,2.9104887351960103,65.6415093483379,34.35849065166211,1.9104887351960105,,1.0000771832366966,0.3,1,0,1,BULL,0,,999.85588718,1000.62663533,-0.7707481500000313,115797.55,-0.0168110006629432,0.0,0.0004915647546263,0.0208483580803107,11,5,0.3975903614457831,1.4481474712889233,True,0.265324459999988,False,6,yes,win,0.0016211954124676
2025-09-20T15:24:52.981226,414494,bull,MEDIUM (Against bet ratio 0.32 + ML consensus),0.0012238879988729,0.0528575146147644,0.5152361581618632,1.6306638036702403,2.145899961832104,4.164886194105115,1.3159671276213945,24.01025990615007,75.98974009384992,0.3159671276213943,,0.2213922630069414,1.255328386560826,0,1,1,BEAR,0,,1020.30081194,1021.89002232,-1.5892103799999404,116093.56,-0.0024290163052517,0.0,0.0023916951148429,0.122550328194051,15,5,0.4024390243902439,1.146100005602881,True,-0.797970380000038,False,3,yes,loss,-0.0012238879988729
2025-09-20T18:59:04.869631,414536,bull,MEDIUM (Against bet ratio 0.53 + ML consensus),0.0011868739269067,0.0607958430601866,0.6622119526189969,1.2400250849923176,1.9022370376113145,2.8725501406130083,1.534031093913797,34.812273104016136,65.18772689598387,0.5340310939137973,,0.1645138051387702,0.927253551595736,0,1,1,BULL,0,,1022.05691348,1022.455,-0.3980865199999925,115711.5,-0.0273968555045314,0.0,0.0010103103909732,-0.0097274086278825,18,5,0.5421686746987951,1.0654818319020836,True,0.345888919999993,False,3,yes,loss,-0.0011868739269067
2025-09-20T22:59:01.776111,414583,bull,HIGH (Against whale - ML too weak),0.0019493543016572,0.0050880851609216,2.3367482583556343,2.8102251853008253,5.14697344365646,2.202622137516164,1.831516374765353,45.4004335545121,54.59956644548789,0.8315163747653529,bear,1.0,2.0565032455167502,1,1,1,BEAR,0,,1039.3729,1038.56683895,0.806061050000153,115781.63,-8.636947960627705e-06,0.0,0.0010870415432118,0.0288720047917211,22,5,0.6097560975609756,1.8159598377034791,True,-1.0588706900000489,False,2,yes,loss,-0.0019493543016572
2025-09-21T00:41:01.634107,414603,bear,MEDIUM (Against bet ratio 3.81 + ML consensus),0.0010332022446255,-0.0580276260039271,1.8542787132236225,0.4861201536405726,2.340398866864195,1.262161319209378,4.814445254608058,79.22917496999537,20.77082503000461,3.8144452546080574,,0.8657027186477674,0.1,1,0,1,BULL,0,,1046.11370756,1042.4710365,3.642671059999884,115591.98,0.0276739356178573,0.0,0.0015492247988965,-0.0139165899009439,0,6,0.4698795180722891,1.206090221075288,True,2.0689365000000635,True,4,yes,loss,-0.0010332022446255
2025-09-21T02:02:38.564452,414619,bear,HIGH (Against whale - ML too weak),0.0018513908665743,0.0027880863375543,4.202396891266771,1.5350917178761776,5.7374886091429484,1.3652895615514886,3.7375542727055096,73.24453567663839,26.755464323361604,2.7375542727055096,bull,2.823842063736294,0.35,1,0,3,BULL,0,,1078.52,1072.49716064,6.0228393600000345,115504.53,-0.0063023858772525,0.0,0.0021661986692603,0.1021238870061562,2,6,0.5609756097560976,1.9076872455684468,True,1.7024606400000266,False,2,yes,loss,-0.0018513908665743
2025-09-21T02:53:35.804027,414629,bull,HIGH (Against whale - ML too weak),0.0018653597988699,0.0660048476233088,1.5291346089022313,2.80932004351139,4.338454652413621,2.8371960369978195,1.5443077275706028,35.246066431777145,64.75393356822285,0.5443077275706026,bear,0.33,2.114499149126138,0,1,2,BEAR,0,,1074.6369,1073.93382651,0.7030734899999516,115659.17,0.0209192754649175,0.0,0.0012405340046887,-0.021499465344591,2,6,0.5609756097560976,1.6749362201566882,True,-2.500573490000079,True,6,yes,win,0.0025261665881047
2025-09-21T19:59:04.911879,414830,bear,MEDIUM (Against bet ratio 2.95 + ML consensus),0.0011509702770995,-0.0527191517853288,2.070596213947798,0.701224634261597,2.7718208482093947,1.338658319540072,3.952828683961133,74.70166101410955,25.29833898589046,2.9528286839611324,,1.07,0.4,1,0,1,BULL,0,,1047.83668727,1046.37633499,1.460352280000052,115480.04,-8.659504398650005e-06,0.0,0.0004622272377542,-0.0085543856282167,19,6,0.4938271604938271,1.3275578684707967,True,0.2470260600000529,False,3,yes,win,0.002360696285549
2025-09-22T00:55:23.557957,414888,bull,MEDIUM (Against bet ratio 0.29 + ML consensus),0.0012090023767621,0.1099867735764443,0.3381867939373368,1.1630241526616782,1.501210946599015,4.438999314908721,1.2907822620565257,22.527599782262257,77.47240021773774,0.2907822620565257,,0.1173417213591353,1.0,0,1,1,BEAR,0,,1030.4519,1029.66641049,0.7854895099999339,114522.72,0.1210918884695665,0.0,0.002341395735445,-0.1205498864119671,0,0,0.4698795180722891,0.9167749932402962,True,-5.769089509999958,True,1,yes,win,0.0018626208854687
